barcode,Xcoord,Ycoord,Zcoord
cell1870,5072.863636363636,1303.5568181818182,0
cell1872,4762.875,1517.09375,0
cell1873,4305.525641025641,1993.5641025641025,0
cell1874,3967.0448717948716,2301.8397435897436,0
cell1875,4780.326086956522,1527.4782608695652,0
cell1876,3232.288590604027,2999.0,0
cell1877,4429.833333333333,1882.4375,0
cell1878,5123.365853658536,1191.8292682926829,0
cell1879,3729.311688311688,2588.8311688311687,0
cell1880,1344.783185840708,4953.703539823009,0
cell1881,1147.6097560975609,5111.0,0
cell1882,3573.0124223602484,2714.950310559006,0
cell1883,3197.45558739255,3058.3638968481378,0
cell1884,1757.955223880597,4599.223880597015,0
cell1885,3271.7272727272725,2963.181818181818,0
cell1886,2562.4166666666665,3770.3214285714284,0
cell1887,3924.9938271604938,2399.314814814815,0
cell1888,3382.7972972972975,2884.9797297297296,0
cell1889,4587.187234042553,1706.8297872340424,0
cell1890,4813.837209302325,1480.5813953488373,0
cell1891,1031.1851851851852,5227.638888888889,0
cell1892,1136.3675213675215,5175.82905982906,0
cell1893,1730.4,4524.1,0
cell1894,3308.758333333333,3037.616666666667,0
cell1895,3877.4155844155844,2471.883116883117,0
cell1896,2731.440789473684,3594.2302631578946,0
cell1897,1843.3615384615384,4462.3538461538465,0
cell1898,1179.2948717948718,5172.192307692308,0
cell1899,4980.85,1275.025,0
cell1900,4146.670588235294,2196.8705882352942,0
cell1901,2769.980198019802,3495.3168316831684,0
cell1902,3491.816720257235,2764.389067524116,0
cell1903,4448.453488372093,1785.3255813953488,0
cell1904,4353.135593220339,2002.5254237288136,0
cell1905,2832.303370786517,3495.696629213483,0
cell1906,3066.0695187165775,3345.9064171122996,0
cell1907,5138.792207792208,1138.7662337662337,0
cell1908,3809.7195121951218,2545.1585365853657,0
cell1909,1293.6222222222223,5061.666666666667,0
cell1910,2316.2868852459014,3970.745901639344,0
cell1911,2161.866666666667,4135.177777777778,0
cell1912,3135.525,3215.375,0
cell1913,4127.881720430108,2195.2903225806454,0
cell1915,4256.96,2026.3133333333333,0
cell1916,3081.2368421052633,3169.7017543859647,0
cell1917,3726.865671641791,2664.5373134328356,0
cell1918,4212.273631840796,2141.5621890547263,0
cell1919,2616.409090909091,3742.1060606060605,0
cell1920,3164.3263157894735,3127.3333333333335,0
cell1921,3661.735294117647,2661.764705882353,0
cell1922,2251.6546391752577,4079.4690721649486,0
cell1923,2362.0906892382104,4051.123337363966,0
cell1924,1230.9782608695652,5140.086956521739,0
cell1925,2363.5777777777776,3883.2444444444445,0
cell1926,2093.5529411764705,4222.976470588235,0
cell1927,4044.08,2283.52,0
cell1928,5283.398692810458,1058.0947712418301,0
cell1929,4600.671428571429,1790.857142857143,0
cell1930,3945.2,2312.84,0
cell1931,2905.532188841202,3463.304721030043,0
cell1932,3713.9142857142856,2712.285714285714,0
cell1933,1088.2317073170732,5289.585365853659,0
cell1934,4327.0,2015.375,0
cell1935,1720.8983050847457,4610.745762711865,0
cell1936,3121.0,3279.84,0
cell1938,5033.12962962963,1308.9814814814815,0
cell1939,2655.72,3680.08,0
cell1940,3243.5280898876404,3048.1011235955057,0
cell1941,4648.656565656565,1761.328282828283,0
cell1942,4014.5874125874125,2357.6293706293704,0
cell1943,2955.925149700599,3426.4281437125746,0
cell1944,3661.245508982036,2752.4550898203593,0
cell1945,4951.813559322034,1394.135593220339,0
cell1946,1701.27950310559,4680.453416149068,0
cell1947,3220.687022900763,3207.0458015267177,0
cell1948,4459.803571428572,1918.357142857143,0
cell1949,3358.154929577465,3018.5845070422533,0
cell1950,4408.3861386138615,2016.4653465346535,0
cell1951,4272.404255319149,2084.368794326241,0
cell1952,4865.375,1500.6666666666667,0
cell1953,2573.780303030303,3847.4242424242425,0
cell1954,2748.1111111111113,3700.0555555555557,0
cell1955,5248.619047619048,1141.7142857142858,0
cell1956,1011.0333333333333,5384.9,0
cell1957,5359.212851405622,1078.0763052208836,0
cell1958,5163.717557251908,1265.1221374045801,0
cell1959,4830.783898305085,1553.2161016949153,0
cell1960,1246.835616438356,5241.082191780822,0
cell1961,2116.0,4302.866666666667,0
cell1962,2695.089552238806,3714.582089552239,0
cell1963,4070.6849315068494,2343.5753424657532,0
cell1964,2809.3083333333334,3566.2833333333333,0
cell1965,4360.644444444444,2099.4,0
cell1966,3957.3670886075947,2457.1645569620255,0
cell1967,4343.864864864865,2040.972972972973,0
cell1968,4903.625,1433.5,0
cell1969,3385.198275862069,3049.4310344827586,0
cell1970,5380.134615384615,1003.1538461538462,0
cell1971,3594.309523809524,2799.25,0
cell1972,5361.128571428571,1008.3571428571429,0
cell1973,5034.74358974359,1436.8974358974358,0
cell1974,4950.763888888889,1515.25,0
cell1975,3869.3153153153153,2560.2972972972975,0
cell1976,4220.194552529183,2232.093385214008,0
cell1977,2922.776859504132,3513.719008264463,0
cell1978,3171.719806763285,3196.2850241545893,0
cell1979,4723.604651162791,1711.5872093023256,0
cell1980,2962.4528301886794,3467.3584905660377,0
cell1981,4900.278911564626,1582.421768707483,0
cell1983,2113.597014925373,4334.776119402985,0
cell1984,1047.1785714285713,5338.892857142857,0
cell1985,2653.227848101266,3838.5611814345993,0
cell1986,2095.054054054054,4412.810810810811,0
cell1987,2923.054054054054,3540.3783783783783,0
cell1988,2210.290780141844,4182.5390070921985,0
cell1989,2960.3953488372094,3494.267441860465,0
cell1990,1141.342105263158,5256.9276315789475,0
cell1991,2981.818181818182,3501.181818181818,0
cell1992,4093.712121212121,2374.287878787879,0
cell1994,3093.5643564356437,3443.108910891089,0
cell1996,4537.831168831169,1918.4285714285713,0
cell1997,1682.1771428571428,4770.862857142857,0
cell1998,2804.717171717172,3664.060606060606,0
cell1999,1847.40625,4565.54375,0
cell2000,4904.976744186047,1507.3139534883721,0
cell2001,4552.570175438596,1864.3245614035088,0
cell2002,4270.692307692308,2168.4615384615386,0
cell2003,3791.2533333333336,2616.1866666666665,0
cell2004,2751.970873786408,3640.3203883495144,0
cell2005,2441.9285714285716,4046.875,0
cell2006,4146.566265060241,2284.2831325301204,0
cell2007,4166.918032786885,2339.2131147540986,0
cell2008,1054.4655172413793,5371.810344827586,0
cell2009,2887.0271739130435,3572.5978260869565,0
cell2010,4853.7341040462425,1697.8959537572255,0
cell2011,2303.2631578947367,4139.491228070176,0
cell2012,1029.7222222222222,5441.444444444444,0
cell2013,3166.3684210526317,3348.25,0
cell2014,2486.2070707070707,3958.848484848485,0
cell2015,3027.225071225071,3404.6296296296296,0
cell2016,3252.3703703703704,3214.8194444444443,0
cell2017,1164.7052631578947,5334.578947368421,0
cell2018,5063.814814814815,1370.2592592592594,0
cell2019,3599.8734177215188,2935.8734177215188,0
cell2020,3915.014705882353,2525.573529411765,0
cell2021,3504.5879396984924,3011.673366834171,0
cell2022,2913.0,3608.7,0
cell2023,3555.3650793650795,2903.4285714285716,0
cell2024,4010.4418604651164,2590.720930232558,0
cell2025,4547.601449275362,1888.6159420289855,0
cell2026,4421.6875,2005.875,0
cell2027,4773.25,1608.1875,0
cell2028,1099.824,5389.288,0
cell2029,2661.3026315789475,3765.9210526315787,0
cell2030,3735.936170212766,2768.0,0
cell2031,4661.45871559633,1836.7981651376147,0
cell2032,3682.470588235294,2831.25,0
cell2033,4688.552941176471,1838.105882352941,0
cell2034,3634.2549019607845,2848.8333333333335,0
cell2035,2846.154761904762,3652.4523809523807,0
cell2036,2997.1388888888887,3463.6111111111113,0
cell2037,4283.55652173913,2303.1739130434785,0
cell2039,5139.607843137255,1384.7843137254902,0
cell2040,2370.2727272727275,4188.840909090909,0
cell2041,1565.942857142857,4915.128571428571,0
cell2042,994.40625,5501.71875,0
cell2043,1156.6491228070176,5383.035087719299,0
cell2044,1593.2837837837837,4850.0878378378375,0
cell2045,3319.5782747603835,3190.408945686901,0
cell2046,3020.008888888889,3482.248888888889,0
cell2047,1063.5531914893618,5482.510638297872,0
cell2048,3178.864,3268.968,0
cell2049,2775.6388888888887,3763.097222222222,0
cell2050,5227.7163120567375,1282.5673758865248,0
cell2051,4971.690647482014,1461.5539568345323,0
cell2052,3324.678899082569,3103.0412844036696,0
cell2053,4474.225352112676,2034.5211267605634,0
cell2054,4989.452380952381,1536.8333333333333,0
cell2055,2919.230769230769,3568.923076923077,0
cell2057,4819.858823529412,1717.3882352941177,0
cell2058,5505.820189274448,1030.4258675078863,0
cell2059,3789.6480446927376,2696.854748603352,0
cell2060,4028.339285714286,2476.5,0
cell2061,3924.6134453781515,2640.4201680672268,0
cell2062,5431.858490566037,1027.8301886792453,0
cell2063,3458.104347826087,3037.904347826087,0
cell2064,3084.0666666666666,3471.4,0
cell2065,3281.150406504065,3143.069105691057,0
cell2066,4782.081967213115,1762.704918032787,0
cell2067,2629.5372549019608,3841.0901960784313,0
cell2068,3790.769230769231,2768.551282051282,0
cell2069,1159.1904761904761,5373.333333333333,0
cell2070,4778.060240963855,1674.5301204819277,0
cell2071,4340.320610687023,2206.007633587786,0
cell2072,1066.247191011236,5485.067415730337,0
cell2073,5086.214007782101,1515.0311284046693,0
cell2074,4185.219512195122,2392.512195121951,0
cell2075,4400.144578313253,2074.885542168675,0
cell2076,2264.8227424749166,4258.053511705685,0
cell2077,4909.860465116279,1646.046511627907,0
cell2078,2869.746987951807,3601.6807228915663,0
cell2080,2266.1785714285716,4326.028571428571,0
cell2081,2772.34375,3745.8125,0
cell2082,3259.9885057471265,3275.1609195402298,0
cell2083,1925.0,4644.21875,0
cell2085,2895.487012987013,3663.405844155844,0
cell2086,4225.5,2341.1944444444443,0
cell2087,2775.6363636363635,3767.818181818182,0
cell2088,1625.9646017699115,5032.876106194691,0
cell2089,5577.601351351352,1001.3581081081081,0
cell2090,4479.392156862745,2021.235294117647,0
cell2091,1969.4358974358975,4568.5641025641025,0
cell2092,2970.5873925501432,3570.3868194842407,0
cell2093,3211.5862068965516,3361.8275862068967,0
cell2094,2406.6666666666665,4156.739130434783,0
cell2095,3226.1754385964914,3315.3684210526317,0
cell2096,3071.974025974026,3501.2597402597403,0
cell2097,2521.181268882175,3908.26586102719,0
cell2098,3977.8115942028985,2536.0289855072465,0
cell2099,4057.688888888889,2527.766666666667,0
cell2100,1126.025,5441.3,0
cell2101,1203.8392857142858,5382.392857142857,0
cell2102,5430.791666666667,1178.375,0
cell2103,4016.2457627118642,2659.4491525423728,0
cell2104,2555.0298507462685,3977.320895522388,0
cell2105,2590.407894736842,3937.342105263158,0
cell2106,5314.072580645161,1246.0806451612902,0
cell2107,1998.3333333333333,4657.944444444444,0
cell2108,2740.0989583333335,3854.34375,0
cell2109,4270.8,2260.2,0
cell2111,1152.5714285714287,5447.285714285715,0
cell2112,3434.171003717472,3093.940520446097,0
cell2113,3152.4497816593885,3384.8515283842794,0
cell2114,3036.72,3553.636,0
cell2115,3422.3951219512196,3158.209756097561,0
cell2116,3562.4761904761904,3028.5238095238096,0
cell2117,2460.2671480144404,4135.610108303249,0
cell2118,3098.6666666666665,3520.2,0
cell2119,4978.103448275862,1624.5258620689656,0
cell2120,5276.941176470588,1354.0,0
cell2121,3687.4520547945203,2895.6301369863013,0
cell2122,3104.4444444444443,3523.3333333333335,0
cell2123,2585.639423076923,4046.15625,0
cell2124,2330.056603773585,4209.132075471698,0
cell2126,2641.5833333333335,3975.55,0
cell2127,4101.5,2577.3125,0
cell2128,4281.739583333333,2174.3645833333335,0
cell2130,1160.6260869565217,5498.121739130434,0
cell2131,2852.9310344827586,3738.689655172414,0
cell2132,5197.271186440678,1402.7457627118645,0
cell2133,3155.34375,3485.953125,0
cell2134,3393.1944444444443,3226.3333333333335,0
cell2135,5381.2,1200.7,0
cell2136,2445.8823529411766,4075.6470588235293,0
cell2137,3127.1639344262294,3527.27868852459,0
cell2138,1557.0,4993.0099502487565,0
cell2139,2519.3866666666668,4061.9866666666667,0
cell2140,4501.437317784256,2095.201166180758,0
cell2141,2830.371212121212,3825.712121212121,0
cell2143,3130.521739130435,3561.6521739130435,0
cell2144,2672.703125,3915.078125,0
cell2145,1261.6538461538462,5388.7692307692305,0
cell2146,4368.459459459459,2281.945945945946,0
cell2147,1048.3268292682926,5590.073170731707,0
cell2148,2706.2272727272725,3957.7272727272725,0
cell2149,4407.9716312056735,2287.6666666666665,0
cell2150,2540.548387096774,3995.8602150537636,0
cell2151,5074.56647398844,1594.1734104046243,0
cell2152,2980.8846153846152,3635.346153846154,0
cell2153,4735.190476190476,1828.392857142857,0
cell2154,5359.323529411765,1350.0882352941176,0
cell2155,4868.6125,1793.375,0
cell2156,2762.9,3914.9,0
cell2157,5520.731958762886,1106.4845360824743,0
cell2158,4826.139705882353,1787.360294117647,0
cell2159,3123.8592057761734,3470.6064981949457,0
cell2160,968.1951219512196,5639.780487804878,0
cell2161,4254.206896551724,2408.655172413793,0
cell2162,2460.1304347826085,4205.565217391304,0
cell2163,3963.0,2671.6190476190477,0
cell2164,3058.146853146853,3599.1678321678323,0
cell2165,3636.5709219858154,3049.255319148936,0
cell2166,935.6062992125984,5710.566929133858,0
cell2167,1562.0785714285714,5090.671428571429,0
cell2168,3094.946564885496,3558.4885496183206,0
cell2169,5596.363636363636,1043.2727272727273,0
cell2170,5319.682926829269,1328.5121951219512,0
cell2171,4083.4466666666667,2645.346666666667,0
cell2172,4445.496296296296,2184.0567901234567,0
cell2173,5478.347222222223,1137.0694444444443,0
cell2174,4381.067415730337,2290.775280898876,0
cell2175,2929.9179487179485,3726.8615384615387,0
cell2176,3840.109090909091,2833.3030303030305,0
cell2177,4140.895522388059,2554.2388059701493,0
cell2178,3175.8793103448274,3547.4655172413795,0
cell2179,3260.3673469387754,3385.986394557823,0
cell2180,2510.3936170212764,4209.053191489362,0
cell2181,3701.235294117647,2941.9592760180994,0
cell2182,1212.9166666666667,5480.25,0
cell2183,1220.7142857142858,5452.047619047619,0
cell2184,3666.590909090909,3001.9055944055945,0
cell2185,3208.163701067616,3443.6548042704626,0
cell2186,993.763358778626,5686.3893129770995,0
cell2187,2654.016853932584,4099.676966292135,0
cell2190,943.8571428571429,5655.952380952381,0
cell2191,5191.641509433963,1537.0566037735848,0
cell2192,924.1276595744681,5761.521276595745,0
cell2193,979.6842105263158,5737.684210526316,0
cell2194,2339.271028037383,4383.0,0
cell2195,5154.347826086957,1571.1739130434783,0
cell2196,1084.3125,5613.0,0
cell2197,2732.3557312252965,3962.3399209486165,0
cell2198,5002.846153846154,1665.4615384615386,0
cell2199,4311.428571428572,2357.7619047619046,0
cell2200,677.0897435897435,6025.871794871795,0
cell2201,2591.149606299213,4115.322834645669,0
cell2202,4025.6,2622.2,0
cell2203,1122.8306451612902,5593.822580645161,0
cell2204,1553.541095890411,5193.013698630137,0
cell2205,932.0116279069767,5826.203488372093,0
cell2206,2974.7830508474576,3664.5898305084747,0
cell2207,3361.315789473684,3270.8947368421054,0
cell2208,5047.277777777777,1659.0555555555557,0
cell2209,5597.203271028037,1100.1635514018692,0
cell2210,4189.727272727273,2509.2363636363634,0
cell2211,3046.0,3677.4584615384615,0
cell2212,2831.0913705583757,3897.1522842639592,0
cell2213,5498.809523809524,1133.4761904761904,0
cell2214,3532.4964028776976,3177.9352517985612,0
cell2215,3397.346153846154,3214.230769230769,0
cell2216,4378.2,2346.88,0
cell2217,2371.391025641026,4288.628205128205,0
cell2218,3774.4,2934.7,0
cell2219,4307.2307692307695,2428.6615384615384,0
cell2220,3117.3565217391306,3573.3217391304347,0
cell2221,3739.84,3000.48,0
cell2222,1152.8095238095239,5634.619047619048,0
cell2223,3562.3052325581393,3101.6831395348836,0
cell2224,3588.9005524861877,3059.171270718232,0
cell2225,1291.4736842105262,5450.473684210527,0
cell2226,5396.571428571428,1315.448051948052,0
cell2227,4515.851239669421,2264.785123966942,0
cell2228,3799.9111570247933,2901.789256198347,0
cell2229,4247.8031496062995,2505.3700787401576,0
cell2230,5307.435185185185,1418.75,0
cell2231,4496.94140625,2267.3046875,0
cell2233,3279.301282051282,3454.852564102564,0
cell2234,2935.755395683453,3842.453237410072,0
cell2235,3245.5485436893205,3528.019417475728,0
cell2236,3790.9285714285716,3010.904761904762,0
cell2237,1204.2142857142858,5567.476190476191,0
cell2238,1692.2272727272727,5126.727272727273,0
cell2239,5433.547368421053,1293.7473684210527,0
cell2240,1396.0,5371.583333333333,0
cell2241,1099.1891891891892,5675.864864864865,0
cell2242,2796.975186104218,3947.406947890819,0
cell2243,5261.991228070176,1581.8684210526317,0
cell2244,4625.685714285714,2130.885714285714,0
cell2245,4247.27807486631,2442.4545454545455,0
cell2246,5141.2,1649.4,0
cell2247,3924.6,2890.5904761904762,0
cell2248,1406.6923076923076,5392.7692307692305,0
cell2249,5640.636363636364,1112.0,0
cell2250,889.7162162162163,5867.027027027027,0
cell2252,5174.95652173913,1511.608695652174,0
cell2253,2571.3564814814813,4201.208333333333,0
cell2254,3762.3205128205127,2977.102564102564,0
cell2255,5149.223300970873,1578.4174757281553,0
cell2256,5492.622950819672,1271.4262295081967,0
cell2257,5273.851851851852,1503.4444444444443,0
cell2258,5649.0615384615385,1147.2,0
cell2259,4950.0,1771.9714285714285,0
cell2260,3916.6686390532545,2789.0,0
cell2261,3477.740740740741,3232.740740740741,0
cell2262,2484.0481927710844,4298.975903614458,0
cell2263,4934.895161290323,1862.657258064516,0
cell2264,3054.125,3758.0833333333335,0
cell2265,1253.5576923076924,5493.096153846154,0
cell2266,3146.8636363636365,3684.2272727272725,0
cell2267,2375.0714285714284,4471.0,0
cell2268,3160.1188118811883,3614.6039603960394,0
cell2269,2416.606451612903,4348.5161290322585,0
cell2270,1211.090909090909,5563.272727272727,0
cell2271,1048.648148148148,5738.055555555556,0
cell2272,4598.146131805158,2230.1375358166188,0
cell2273,3831.4477611940297,2985.3582089552237,0
cell2274,2602.1,4240.871428571429,0
cell2275,4341.79012345679,2490.685185185185,0
cell2276,3602.6029411764707,3228.823529411765,0
cell2277,2501.1724137931033,4333.3448275862065,0
cell2278,4395.169811320755,2446.8490566037735,0
cell2279,3679.16,3068.24,0
cell2280,4374.872881355932,2390.415254237288,0
cell2281,3070.6190476190477,3701.5714285714284,0
cell2282,1193.3663366336634,5673.425742574257,0
cell2283,4432.0,2391.5222222222224,0
cell2284,5575.280487804878,1207.0,0
cell2286,3018.4268774703555,3833.723320158103,0
cell2287,3558.9411764705883,3264.8823529411766,0
cell2288,3208.4422310756972,3619.3505976095616,0
cell2289,1314.125,5474.203125,0
cell2291,2930.624649859944,3933.0504201680674,0
cell2292,4303.459259259259,2555.866666666667,0
cell2293,4704.192307692308,2148.8846153846152,0
cell2294,4690.693548387097,2107.701612903226,0
cell2295,2751.361204013378,4098.749163879599,0
cell2296,5389.688073394495,1400.834862385321,0
cell2297,3109.1492537313434,3747.313432835821,0
cell2298,2554.7241379310344,4315.3448275862065,0
cell2299,3883.716535433071,2881.220472440945,0
cell2300,2873.9078590785907,3947.647696476965,0
cell2301,3721.6972111553787,3133.199203187251,0
cell2303,3093.0,3711.25,0
cell2304,3646.3333333333335,3198.9333333333334,0
cell2306,1293.5568181818182,5622.159090909091,0
cell2307,2218.2939189189187,4652.003378378378,0
cell2308,4656.163934426229,2175.5956284153003,0
cell2309,3130.814655172414,3676.762931034483,0
cell2310,5676.791666666667,1190.0,0
cell2311,5659.515789473684,1142.042105263158,0
cell2312,5010.80701754386,1841.0526315789473,0
cell2313,5046.911392405063,1761.746835443038,0
cell2314,3689.4117647058824,3181.051470588235,0
cell2315,4227.2798507462685,2595.417910447761,0
cell2316,3336.483870967742,3484.0564516129034,0
cell2317,3301.58,3580.694285714286,0
cell2318,976.6808510638298,5945.574468085107,0
cell2319,1201.7428571428572,5628.685714285714,0
cell2320,922.4886363636364,5927.784090909091,0
cell2321,5372.75,1398.9285714285713,0
cell2322,3622.448275862069,3283.4137931034484,0
cell2323,3270.714285714286,3546.5,0
cell2324,2974.3201754385964,3905.3596491228072,0
cell2325,5364.2235294117645,1479.0117647058823,0
cell2326,3015.032258064516,3788.1290322580644,0
cell2327,5043.068627450981,1912.8823529411766,0
cell2328,1558.704918032787,5327.333333333333,0
cell2329,3734.5714285714284,3055.1688311688313,0
cell2330,1666.6136363636363,5272.454545454545,0
cell2331,2456.3082901554403,4417.720207253886,0
cell2332,2255.0281690140846,4575.211267605634,0
cell2333,4021.1920668058456,2890.7473903966597,0
cell2334,951.8928571428571,5890.25,0
cell2335,5345.865384615385,1594.2307692307693,0
cell2336,2731.0581395348836,4164.854651162791,0
cell2337,5642.16862745098,1203.407843137255,0
cell2338,5204.6,1631.725,0
cell2339,5419.254237288135,1452.2711864406779,0
cell2340,5343.923076923077,1510.923076923077,0
cell2341,907.3333333333334,5983.083333333333,0
cell2342,1031.79012345679,5847.382716049383,0
cell2343,4076.310810810811,2786.2702702702704,0
cell2344,5458.735294117647,1379.9117647058824,0
cell2345,3777.639004149378,3151.1908713692947,0
cell2346,3793.283505154639,3063.6082474226805,0
cell2347,2675.695652173913,4195.04347826087,0
cell2348,1064.0,5811.657142857143,0
cell2349,4173.042735042735,2714.7521367521367,0
cell2350,2870.25,4025.84375,0
cell2351,1291.7777777777778,5555.648148148148,0
cell2352,3639.5471698113206,3149.4402515723273,0
cell2353,5681.228448275862,1270.3577586206898,0
cell2354,5368.9795918367345,1551.6462585034014,0
cell2355,3849.2,2990.233333333333,0
cell2356,3233.4744525547444,3676.970802919708,0
cell2357,3673.507692307692,3252.923076923077,0
cell2358,3847.8901098901097,3068.868131868132,0
cell2359,1015.0167597765363,5905.804469273743,0
cell2360,1170.0555555555557,5761.395833333333,0
cell2361,3198.8684210526317,3646.684210526316,0
cell2362,4947.396226415094,1906.4905660377358,0
cell2363,4516.666666666667,2433.5,0
cell2364,3260.0714285714284,3640.5714285714284,0
cell2365,4984.923076923077,1923.0,0
cell2366,4606.8861386138615,2320.1138613861385,0
cell2367,4580.271317829457,2335.248062015504,0
cell2368,4523.888888888889,2345.4938271604938,0
cell2369,1621.35,5363.2,0
cell2370,864.5,5984.590909090909,0
cell2371,2609.846153846154,4330.875,0
cell2372,1413.5972222222222,5467.638888888889,0
cell2373,4377.1,2437.8,0
cell2374,4352.037735849057,2557.509433962264,0
cell2375,5111.649350649351,1751.8896103896104,0
cell2376,4307.5046728971965,2637.5794392523367,0
cell2377,2594.279069767442,4306.581395348837,0
cell2378,4449.573770491803,2448.9508196721313,0
cell2379,3216.0,3731.7902097902097,0
cell2380,1263.6808510638298,5634.276595744681,0
cell2381,3692.8571428571427,3233.4285714285716,0
cell2382,5172.784946236559,1691.8387096774193,0
cell2383,5540.876923076923,1336.2615384615385,0
cell2384,3833.9220779220777,3048.974025974026,0
cell2385,4222.022727272727,2769.0,0
cell2386,1475.142857142857,5430.4,0
cell2387,3628.9565217391305,3319.086956521739,0
cell2389,3099.1750741839764,3883.3353115727004,0
cell2390,5452.925925925926,1468.0,0
cell2391,4413.211206896552,2534.1422413793102,0
cell2392,2757.301886792453,4220.962264150943,0
cell2393,3102.58547008547,3810.0897435897436,0
cell2394,977.7333333333333,5975.066666666667,0
cell2395,2379.6227758007117,4624.854092526691,0
cell2396,1054.5714285714287,5911.285714285715,0
cell2397,2682.4615384615386,4283.384615384615,0
cell2398,942.9605263157895,6050.328947368421,0
cell2399,824.6538461538462,6100.307692307692,0
cell2400,2239.654054054054,4761.508108108108,0
cell2402,2431.1111111111113,4529.5,0
cell2403,2646.688775510204,4260.448979591837,0
cell2404,1539.3706896551723,5462.1551724137935,0
cell2405,3709.6129032258063,3273.8387096774195,0
cell2406,5001.524590163935,1844.655737704918,0
cell2407,2959.8141592920356,3979.4159292035397,0
cell2408,1397.8863636363637,5560.204545454545,0
cell2409,3839.1755725190837,3207.1679389312976,0
cell2410,929.1666666666666,5988.166666666667,0
cell2411,3857.3617021276596,3123.574468085106,0
cell2412,4305.021739130435,2696.804347826087,0
cell2413,2820.440860215054,4146.779569892473,0
cell2414,3724.1666666666665,3295.0,0
cell2415,3992.8,3064.114285714286,0
cell2416,4098.672268907563,2977.294117647059,0
cell2417,879.377358490566,6036.415094339623,0
cell2418,5610.25,1333.4270833333333,0
cell2419,838.7904761904762,6133.038095238096,0
cell2420,4671.790262172284,2278.4644194756556,0
cell2421,811.6521739130435,6146.768115942029,0
cell2422,2696.2903225806454,4257.935483870968,0
cell2423,3342.292181069959,3644.4156378600824,0
cell2424,5344.0,1664.3382352941176,0
cell2425,2081.1666666666665,4875.7,0
cell2426,1274.163120567376,5705.673758865249,0
cell2427,1047.2988505747126,6046.632183908046,0
cell2428,5684.310126582279,1255.25,0
cell2429,2232.329073482428,4745.955271565495,0
cell2430,2187.453125,4901.171875,0
cell2431,5624.477272727273,1311.340909090909,0
cell2432,2545.1447368421054,4443.706140350877,0
cell2433,5237.637931034483,1756.8103448275863,0
cell2434,5443.691176470588,1517.0882352941176,0
cell2435,5631.964285714285,1397.7857142857142,0
cell2436,3938.943231441048,2992.6943231441046,0
cell2437,4561.102564102564,2488.6153846153848,0
cell2438,3833.9363636363637,3160.481818181818,0
cell2439,3031.733990147783,3945.3251231527092,0
cell2440,5641.478260869565,1386.0144927536232,0
cell2441,3377.0,3668.0,0
cell2442,1065.6176470588234,5906.0,0
cell2443,2568.5555555555557,4374.506944444444,0
cell2444,1167.9684210526316,5844.663157894737,0
cell2445,5155.9,1896.25,0
cell2446,4344.76,2612.78,0
cell2447,4510.268518518518,2476.453703703704,0
cell2448,4424.825,2617.06875,0
cell2449,2957.6911764705883,4031.205882352941,0
cell2450,990.5555555555555,6019.0,0
cell2451,2717.1,4314.335294117647,0
cell2452,3936.4065040650407,2965.008130081301,0
cell2453,2815.8591549295775,4235.169014084507,0
cell2454,2652.2714285714287,4338.4857142857145,0
cell2455,3808.076923076923,3141.769230769231,0
cell2457,2468.7066666666665,4731.533333333334,0
cell2458,3780.1875,3286.5625,0
cell2459,3202.7853658536587,3812.521951219512,0
cell2460,3849.909090909091,3112.6136363636365,0
cell2461,2337.893203883495,4672.9514563106795,0
cell2462,3890.1821305841922,3051.4742268041236,0
cell2463,3565.5846153846155,3549.6153846153848,0
cell2464,4383.132275132275,2668.5767195767194,0
cell2465,5582.977011494253,1406.1954022988505,0
cell2466,4447.642857142857,2598.1785714285716,0
cell2467,3697.6762589928057,3324.172661870504,0
cell2468,2982.805970149254,4075.6716417910447,0
cell2469,5443.066666666667,1558.9066666666668,0
cell2470,3751.4142857142856,3254.885714285714,0
cell2471,3128.3333333333335,3889.030303030303,0
cell2472,3104.2275862068964,4004.9103448275864,0
cell2473,4575.994082840237,2417.2366863905327,0
cell2474,3456.448598130841,3614.0467289719627,0
cell2475,3975.7457627118642,3156.64406779661,0
cell2476,3609.7916666666665,3386.25,0
cell2477,5109.208333333333,1852.2291666666667,0
cell2478,1479.1543624161075,5560.315436241611,0
cell2479,3929.622448979592,3118.4591836734694,0
cell2480,2203.4024767801857,4835.650154798762,0
cell2481,1556.9122807017543,5536.561403508772,0
cell2482,5498.136842105263,1537.7894736842106,0
cell2483,2884.484716157205,4181.576419213974,0
cell2484,5691.471153846154,1357.9903846153845,0
cell2485,2469.350553505535,4625.881918819188,0
cell2487,1043.7166666666667,5971.366666666667,0
cell2488,3845.8695652173915,3185.3478260869565,0
cell2489,5233.785714285715,1824.0833333333333,0
cell2490,2633.0871794871796,4407.523076923077,0
cell2491,3245.186440677966,3851.830508474576,0
cell2492,5552.029914529914,1452.9444444444443,0
cell2493,2814.35,4226.3,0
cell2495,3400.814814814815,3637.0,0
cell2496,5697.636363636364,1412.1136363636363,0
cell2497,5693.724137931034,1360.344827586207,0
cell2498,4767.285714285715,2329.0779220779223,0
cell2499,3319.3040935672516,3705.40350877193,0
cell2500,5553.561643835616,1569.5753424657535,0
cell2501,5369.428571428572,1745.857142857143,0
cell2502,4611.677083333333,2508.8645833333335,0
